month,sku,target_units,target_revenue,source_document
2026-05,CLE-SD-WHT-39,26,5132.4,Monthly_Trading_Meeting_2026-05.pdf
2026-06,CLE-SD-WHT-39,34,6711.6,Monthly_Trading_Meeting_2026-06.pdf
2026-07,CLE-SD-WHT-39,24,4737.6,Monthly_Trading_Meeting_2026-07.pdf
2026-02,CLE-SD-WHT-40,9,1776.6,Monthly_Trading_Meeting_2026-02.pdf
2026-03,CLE-SD-WHT-40,12,2368.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,CLE-SD-WHT-40,9,1776.6,Monthly_Trading_Meeting_2026-04.pdf
2026-05,CLE-SD-WHT-40,10,1974.0,Monthly_Trading_Meeting_2026-05.pdf
2026-06,CLE-SD-WHT-40,13,2566.2,Monthly_Trading_Meeting_2026-06.pdf
2026-07,CLE-SD-WHT-40,9,1776.6,Monthly_Trading_Meeting_2026-07.pdf
2026-02,LUN-PD-GLD,394,66664.8,Monthly_Trading_Meeting_2026-02.pdf
2026-03,LUN-PD-GLD,489,82738.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,LUN-PD-GLD,389,65818.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,LUN-PD-GLD,466,78847.2,Monthly_Trading_Meeting_2026-05.pdf
2026-06,LUN-PD-GLD,639,108118.8,Monthly_Trading_Meeting_2026-06.pdf
2026-07,LUN-PD-GLD,389,65818.8,Monthly_Trading_Meeting_2026-07.pdf
2026-02,LUN-PD-SLV,300,46530.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,LUN-PD-SLV,372,57697.2,Monthly_Trading_Meeting_2026-03.pdf
2026-04,LUN-PD-SLV,296,45909.6,Monthly_Trading_Meeting_2026-04.pdf
2026-05,LUN-PD-SLV,318,49321.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,LUN-PD-SLV,412,63901.2,Monthly_Trading_Meeting_2026-06.pdf
2026-07,LUN-PD-SLV,296,45909.6,Monthly_Trading_Meeting_2026-07.pdf
2026-02,ORL-HP-GLD,480,63168.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,ORL-HP-GLD,595,78302.0,Monthly_Trading_Meeting_2026-03.pdf
2026-04,ORL-HP-GLD,473,62246.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,ORL-HP-GLD,568,74748.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,ORL-HP-GLD,778,102384.8,Monthly_Trading_Meeting_2026-06.pdf
2026-07,ORL-HP-GLD,473,62246.8,Monthly_Trading_Meeting_2026-07.pdf
2026-02,ORL-HP-SLV,369,45091.8,Monthly_Trading_Meeting_2026-02.pdf
2026-03,ORL-HP-SLV,457,55845.4,Monthly_Trading_Meeting_2026-03.pdf
2026-04,ORL-HP-SLV,363,44358.6,Monthly_Trading_Meeting_2026-04.pdf
2026-05,ORL-HP-SLV,390,47658.0,Monthly_Trading_Meeting_2026-05.pdf
2026-06,ORL-HP-SLV,506,61833.2,Monthly_Trading_Meeting_2026-06.pdf
2026-07,ORL-HP-SLV,363,44358.6,Monthly_Trading_Meeting_2026-07.pdf
2026-02,IVY-CF-GLD,172,38803.2,Monthly_Trading_Meeting_2026-02.pdf
2026-03,IVY-CF-GLD,213,48052.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,IVY-CF-GLD,169,38126.4,Monthly_Trading_Meeting_2026-04.pdf
2026-05,IVY-CF-GLD,182,41059.2,Monthly_Trading_Meeting_2026-05.pdf
2026-06,IVY-CF-GLD,235,53016.0,Monthly_Trading_Meeting_2026-06.pdf
2026-07,IVY-CF-GLD,169,38126.4,Monthly_Trading_Meeting_2026-07.pdf
2026-02,NOV-ST-GLD,407,42083.8,Monthly_Trading_Meeting_2026-02.pdf
2026-03,NOV-ST-GLD,505,52217.0,Monthly_Trading_Meeting_2026-03.pdf
2026-04,NOV-ST-GLD,401,41463.4,Monthly_Trading_Meeting_2026-04.pdf
2026-05,NOV-ST-GLD,431,44565.4,Monthly_Trading_Meeting_2026-05.pdf
2026-06,NOV-ST-GLD,559,57800.6,Monthly_Trading_Meeting_2026-06.pdf
2026-07,NOV-ST-GLD,401,41463.4,Monthly_Trading_Meeting_2026-07.pdf
2026-02,NOV-ST-SLV,317,29798.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,NOV-ST-SLV,393,36942.0,Monthly_Trading_Meeting_2026-03.pdf
2026-04,NOV-ST-SLV,313,29422.0,Monthly_Trading_Meeting_2026-04.pdf
2026-05,NOV-ST-SLV,336,31584.0,Monthly_Trading_Meeting_2026-05.pdf
2026-06,NOV-ST-SLV,436,40984.0,Monthly_Trading_Meeting_2026-06.pdf
2026-07,NOV-ST-SLV,313,29422.0,Monthly_Trading_Meeting_2026-07.pdf
2026-02,THE-CH-GLD,206,40664.4,Monthly_Trading_Meeting_2026-02.pdf
2026-03,THE-CH-GLD,255,50337.0,Monthly_Trading_Meeting_2026-03.pdf
2026-04,THE-CH-GLD,203,40072.2,Monthly_Trading_Meeting_2026-04.pdf
2026-05,THE-CH-GLD,218,43033.2,Monthly_Trading_Meeting_2026-05.pdf
2026-06,THE-CH-GLD,283,55864.2,Monthly_Trading_Meeting_2026-06.pdf
2026-07,THE-CH-GLD,203,40072.2,Monthly_Trading_Meeting_2026-07.pdf
2026-02,SOL-AV-GLD,232,42525.6,Monthly_Trading_Meeting_2026-02.pdf
2026-03,SOL-AV-GLD,287,52607.1,Monthly_Trading_Meeting_2026-03.pdf
2026-04,SOL-AV-GLD,228,41792.4,Monthly_Trading_Meeting_2026-04.pdf
2026-05,SOL-AV-GLD,245,44908.5,Monthly_Trading_Meeting_2026-05.pdf
2026-06,SOL-AV-GLD,318,58289.4,Monthly_Trading_Meeting_2026-06.pdf
2026-07,SOL-AV-GLD,228,41792.4,Monthly_Trading_Meeting_2026-07.pdf
2026-02,SOL-AV-BLK,189,34643.7,Monthly_Trading_Meeting_2026-02.pdf
2026-03,SOL-AV-BLK,234,42892.2,Monthly_Trading_Meeting_2026-03.pdf
2026-04,SOL-AV-BLK,186,34093.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,SOL-AV-BLK,200,36660.0,Monthly_Trading_Meeting_2026-05.pdf
2026-06,SOL-AV-BLK,259,47474.7,Monthly_Trading_Meeting_2026-06.pdf
2026-07,SOL-AV-BLK,186,34093.8,Monthly_Trading_Meeting_2026-07.pdf
2026-02,MIR-CE-BLK,214,42243.6,Monthly_Trading_Meeting_2026-02.pdf
2026-03,MIR-CE-BLK,266,52508.4,Monthly_Trading_Meeting_2026-03.pdf
2026-04,MIR-CE-BLK,211,41651.4,Monthly_Trading_Meeting_2026-04.pdf
2026-05,MIR-CE-BLK,227,44809.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,MIR-CE-BLK,294,58035.6,Monthly_Trading_Meeting_2026-06.pdf
2026-07,MIR-CE-BLK,211,41651.4,Monthly_Trading_Meeting_2026-07.pdf
2026-02,MIR-CE-TOR,142,28030.8,Monthly_Trading_Meeting_2026-02.pdf
2026-03,MIR-CE-TOR,175,34545.0,Monthly_Trading_Meeting_2026-03.pdf
2026-04,MIR-CE-TOR,139,27438.6,Monthly_Trading_Meeting_2026-04.pdf
2026-05,MIR-CE-TOR,150,29610.0,Monthly_Trading_Meeting_2026-05.pdf
2026-06,MIR-CE-TOR,194,38295.6,Monthly_Trading_Meeting_2026-06.pdf
2026-07,MIR-CE-TOR,139,27438.6,Monthly_Trading_Meeting_2026-07.pdf
2026-02,KAI-RD-GLD,154,26780.6,Monthly_Trading_Meeting_2026-02.pdf
2026-03,KAI-RD-GLD,191,33214.9,Monthly_Trading_Meeting_2026-03.pdf
2026-04,KAI-RD-GLD,152,26432.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,KAI-RD-GLD,163,28345.7,Monthly_Trading_Meeting_2026-05.pdf
2026-06,KAI-RD-GLD,212,36866.8,Monthly_Trading_Meeting_2026-06.pdf
2026-07,KAI-RD-GLD,152,26432.8,Monthly_Trading_Meeting_2026-07.pdf
2026-02,KAI-RD-BLK,124,21563.6,Monthly_Trading_Meeting_2026-02.pdf
2026-03,KAI-RD-BLK,154,26780.6,Monthly_Trading_Meeting_2026-03.pdf
2026-04,KAI-RD-BLK,122,21215.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,KAI-RD-BLK,132,22954.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,KAI-RD-BLK,171,29736.9,Monthly_Trading_Meeting_2026-06.pdf
2026-07,KAI-RD-BLK,122,21215.8,Monthly_Trading_Meeting_2026-07.pdf
2026-02,ROW-BT-BLK,274,38634.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,ROW-BT-BLK,340,47940.0,Monthly_Trading_Meeting_2026-03.pdf
2026-04,ROW-BT-BLK,270,38070.0,Monthly_Trading_Meeting_2026-04.pdf
2026-05,ROW-BT-BLK,291,41031.0,Monthly_Trading_Meeting_2026-05.pdf
2026-06,ROW-BT-BLK,377,53157.0,Monthly_Trading_Meeting_2026-06.pdf
2026-07,ROW-BT-BLK,270,38070.0,Monthly_Trading_Meeting_2026-07.pdf
2026-02,ROW-BT-TAN,214,30174.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,ROW-BT-TAN,266,37506.0,Monthly_Trading_Meeting_2026-03.pdf
2026-04,ROW-BT-TAN,211,29751.0,Monthly_Trading_Meeting_2026-04.pdf
2026-05,ROW-BT-TAN,227,32007.0,Monthly_Trading_Meeting_2026-05.pdf
2026-06,ROW-BT-TAN,294,41454.0,Monthly_Trading_Meeting_2026-06.pdf
2026-07,ROW-BT-TAN,211,29751.0,Monthly_Trading_Meeting_2026-07.pdf
2026-02,QUI-CH-BLK,386,39912.4,Monthly_Trading_Meeting_2026-02.pdf
2026-03,QUI-CH-BLK,478,49425.2,Monthly_Trading_Meeting_2026-03.pdf
2026-04,QUI-CH-BLK,380,39292.0,Monthly_Trading_Meeting_2026-04.pdf
2026-05,QUI-CH-BLK,456,47150.4,Monthly_Trading_Meeting_2026-05.pdf
2026-06,QUI-CH-BLK,625,64625.0,Monthly_Trading_Meeting_2026-06.pdf
2026-07,QUI-CH-BLK,380,39292.0,Monthly_Trading_Meeting_2026-07.pdf
2026-02,QUI-CH-TAN,257,26573.8,Monthly_Trading_Meeting_2026-02.pdf
2026-03,QUI-CH-TAN,319,32984.6,Monthly_Trading_Meeting_2026-03.pdf
2026-04,QUI-CH-TAN,253,26160.2,Monthly_Trading_Meeting_2026-04.pdf
2026-05,QUI-CH-TAN,272,28124.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,QUI-CH-TAN,353,36500.2,Monthly_Trading_Meeting_2026-06.pdf
2026-07,QUI-CH-TAN,253,26160.2,Monthly_Trading_Meeting_2026-07.pdf
2026-02,FAY-WL-BLK,236,42149.6,Monthly_Trading_Meeting_2026-02.pdf
2026-03,FAY-WL-BLK,292,52151.2,Monthly_Trading_Meeting_2026-03.pdf
2026-04,FAY-WL-BLK,232,41435.2,Monthly_Trading_Meeting_2026-04.pdf
2026-05,FAY-WL-BLK,250,44650.0,Monthly_Trading_Meeting_2026-05.pdf
2026-06,FAY-WL-BLK,324,57866.4,Monthly_Trading_Meeting_2026-06.pdf
2026-07,FAY-WL-BLK,232,41435.2,Monthly_Trading_Meeting_2026-07.pdf
2026-02,FAY-WL-TAN,163,29111.8,Monthly_Trading_Meeting_2026-02.pdf
2026-03,FAY-WL-TAN,202,36077.2,Monthly_Trading_Meeting_2026-03.pdf
2026-04,FAY-WL-TAN,160,28576.0,Monthly_Trading_Meeting_2026-04.pdf
2026-05,FAY-WL-TAN,173,30897.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,FAY-WL-TAN,224,40006.4,Monthly_Trading_Meeting_2026-06.pdf
2026-07,FAY-WL-TAN,160,28576.0,Monthly_Trading_Meeting_2026-07.pdf
2026-02,IRI-PC-BLK,202,18038.6,Monthly_Trading_Meeting_2026-02.pdf
2026-03,IRI-PC-BLK,250,22325.0,Monthly_Trading_Meeting_2026-03.pdf
2026-04,IRI-PC-BLK,198,17681.4,Monthly_Trading_Meeting_2026-04.pdf
2026-05,IRI-PC-BLK,213,19020.9,Monthly_Trading_Meeting_2026-05.pdf
2026-06,IRI-PC-BLK,277,24736.1,Monthly_Trading_Meeting_2026-06.pdf
2026-07,IRI-PC-BLK,198,17681.4,Monthly_Trading_Meeting_2026-07.pdf
2026-02,TIL-CM-GLD,506,30916.6,Monthly_Trading_Meeting_2026-02.pdf
2026-03,TIL-CM-GLD,627,38309.7,Monthly_Trading_Meeting_2026-03.pdf
2026-04,TIL-CM-GLD,498,30427.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,TIL-CM-GLD,598,36537.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,TIL-CM-GLD,819,50040.9,Monthly_Trading_Meeting_2026-06.pdf
2026-07,TIL-CM-GLD,498,30427.8,Monthly_Trading_Meeting_2026-07.pdf
2026-02,TIL-CM-MIX,377,23034.7,Monthly_Trading_Meeting_2026-02.pdf
2026-03,TIL-CM-MIX,468,28594.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,TIL-CM-MIX,372,22729.2,Monthly_Trading_Meeting_2026-04.pdf
2026-05,TIL-CM-MIX,399,24378.9,Monthly_Trading_Meeting_2026-05.pdf
2026-06,TIL-CM-MIX,518,31649.8,Monthly_Trading_Meeting_2026-06.pdf
2026-07,TIL-CM-MIX,372,22729.2,Monthly_Trading_Meeting_2026-07.pdf
2026-02,BO-TSL-TAN,309,15975.3,Monthly_Trading_Meeting_2026-02.pdf
2026-03,BO-TSL-TAN,383,19801.1,Monthly_Trading_Meeting_2026-03.pdf
2026-04,BO-TSL-TAN,304,15716.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,BO-TSL-TAN,327,16905.9,Monthly_Trading_Meeting_2026-05.pdf
2026-06,BO-TSL-TAN,424,21920.8,Monthly_Trading_Meeting_2026-06.pdf
2026-07,BO-TSL-TAN,304,15716.8,Monthly_Trading_Meeting_2026-07.pdf
