week,sku,channel,units,revenue,discount_pct
2026-W23,PIP-CL-GLD,store,18,3888.0,0.1
2026-W23,PIP-CL-GLD,ecom,12,2592.0,0.1
2026-W24,PIP-CL-GLD,store,19,4104.0,0.1
2026-W24,PIP-CL-GLD,ecom,14,3024.0,0.1
2026-W25,PIP-CL-GLD,store,19,4104.0,0.1
2026-W25,PIP-CL-GLD,ecom,14,3024.0,0.1
2026-W26,PIP-CL-GLD,store,19,4104.0,0.1
2026-W26,PIP-CL-GLD,ecom,13,2808.0,0.1
2026-W27,PIP-CL-GLD,store,17,4080.0,0.0
2026-W27,PIP-CL-GLD,ecom,11,2640.0,0.0
2026-W28,PIP-CL-GLD,store,16,3840.0,0.0
2026-W28,PIP-CL-GLD,ecom,11,2640.0,0.0
2026-W29,PIP-CL-GLD,store,16,3840.0,0.0
2026-W29,PIP-CL-GLD,ecom,12,2880.0,0.0
2026-W30,PIP-CL-GLD,store,15,3600.0,0.0
2026-W30,PIP-CL-GLD,ecom,11,2640.0,0.0
2026-W31,PIP-CL-GLD,store,16,3840.0,0.0
2026-W31,PIP-CL-GLD,ecom,11,2640.0,0.0
2026-W06,AST-BP-BLK,store,35,13300.0,0.0
2026-W06,AST-BP-BLK,ecom,24,9120.0,0.0
2026-W07,AST-BP-BLK,store,33,12540.0,0.0
2026-W07,AST-BP-BLK,ecom,22,8360.0,0.0
2026-W08,AST-BP-BLK,store,36,13680.0,0.0
2026-W08,AST-BP-BLK,ecom,25,9500.0,0.0
2026-W09,AST-BP-BLK,store,40,15200.0,0.0
2026-W09,AST-BP-BLK,ecom,26,9880.0,0.0
2026-W10,AST-BP-BLK,store,36,13680.0,0.0
2026-W10,AST-BP-BLK,ecom,25,9500.0,0.0
2026-W11,AST-BP-BLK,store,34,12920.0,0.0
2026-W11,AST-BP-BLK,ecom,25,9500.0,0.0
2026-W12,AST-BP-BLK,store,34,12920.0,0.0
2026-W12,AST-BP-BLK,ecom,26,9880.0,0.0
2026-W13,AST-BP-BLK,store,35,13300.0,0.0
2026-W13,AST-BP-BLK,ecom,28,10640.0,0.0
2026-W14,AST-BP-BLK,store,36,13680.0,0.0
2026-W14,AST-BP-BLK,ecom,25,9500.0,0.0
2026-W15,AST-BP-BLK,store,32,12160.0,0.0
2026-W15,AST-BP-BLK,ecom,25,9500.0,0.0
2026-W16,AST-BP-BLK,store,37,14060.0,0.0
2026-W16,AST-BP-BLK,ecom,23,8740.0,0.0
2026-W17,AST-BP-BLK,store,37,14060.0,0.0
2026-W17,AST-BP-BLK,ecom,24,9120.0,0.0
2026-W18,AST-BP-BLK,store,34,12920.0,0.0
2026-W18,AST-BP-BLK,ecom,22,8360.0,0.0
2026-W19,AST-BP-BLK,store,31,11780.0,0.0
2026-W19,AST-BP-BLK,ecom,25,9500.0,0.0
2026-W20,AST-BP-BLK,store,33,12540.0,0.0
2026-W20,AST-BP-BLK,ecom,23,8740.0,0.0
2026-W21,AST-BP-BLK,store,39,13338.0,0.1
2026-W21,AST-BP-BLK,ecom,25,8550.0,0.1
2026-W22,AST-BP-BLK,store,38,12996.0,0.1
2026-W22,AST-BP-BLK,ecom,31,10602.0,0.1
2026-W23,AST-BP-BLK,store,37,12654.0,0.1
2026-W23,AST-BP-BLK,ecom,29,9918.0,0.1
2026-W24,AST-BP-BLK,store,37,12654.0,0.1
2026-W24,AST-BP-BLK,ecom,28,9576.0,0.1
2026-W25,AST-BP-BLK,store,41,14022.0,0.1
2026-W25,AST-BP-BLK,ecom,32,10944.0,0.1
2026-W26,AST-BP-BLK,store,34,11628.0,0.1
2026-W26,AST-BP-BLK,ecom,28,9576.0,0.1
2026-W27,AST-BP-BLK,store,33,12540.0,0.0
2026-W27,AST-BP-BLK,ecom,25,9500.0,0.0
2026-W28,AST-BP-BLK,store,34,12920.0,0.0
2026-W28,AST-BP-BLK,ecom,22,8360.0,0.0
2026-W29,AST-BP-BLK,store,34,12920.0,0.0
2026-W29,AST-BP-BLK,ecom,22,8360.0,0.0
2026-W30,AST-BP-BLK,store,33,12540.0,0.0
2026-W30,AST-BP-BLK,ecom,22,8360.0,0.0
2026-W31,AST-BP-BLK,store,34,12920.0,0.0
2026-W31,AST-BP-BLK,ecom,27,10260.0,0.0
2026-W06,AST-BP-GRY,store,21,7980.0,0.0
2026-W06,AST-BP-GRY,ecom,16,6080.0,0.0
2026-W07,AST-BP-GRY,store,19,7220.0,0.0
2026-W07,AST-BP-GRY,ecom,12,4560.0,0.0
2026-W08,AST-BP-GRY,store,20,7600.0,0.0
2026-W08,AST-BP-GRY,ecom,13,4940.0,0.0
2026-W09,AST-BP-GRY,store,22,8360.0,0.0
2026-W09,AST-BP-GRY,ecom,18,6840.0,0.0
2026-W10,AST-BP-GRY,store,23,8740.0,0.0
2026-W10,AST-BP-GRY,ecom,17,6460.0,0.0
2026-W11,AST-BP-GRY,store,21,7980.0,0.0
2026-W11,AST-BP-GRY,ecom,14,5320.0,0.0
2026-W12,AST-BP-GRY,store,20,7600.0,0.0
2026-W12,AST-BP-GRY,ecom,16,6080.0,0.0
2026-W13,AST-BP-GRY,store,20,7600.0,0.0
2026-W13,AST-BP-GRY,ecom,13,4940.0,0.0
2026-W14,AST-BP-GRY,store,20,7600.0,0.0
2026-W14,AST-BP-GRY,ecom,15,5700.0,0.0
2026-W15,AST-BP-GRY,store,21,7980.0,0.0
2026-W15,AST-BP-GRY,ecom,16,6080.0,0.0
2026-W16,AST-BP-GRY,store,22,8360.0,0.0
2026-W16,AST-BP-GRY,ecom,16,6080.0,0.0
2026-W17,AST-BP-GRY,store,19,7220.0,0.0
2026-W17,AST-BP-GRY,ecom,14,5320.0,0.0
2026-W18,AST-BP-GRY,store,19,7220.0,0.0
2026-W18,AST-BP-GRY,ecom,15,5700.0,0.0
2026-W19,AST-BP-GRY,store,19,7220.0,0.0
2026-W19,AST-BP-GRY,ecom,15,5700.0,0.0
2026-W20,AST-BP-GRY,store,20,7600.0,0.0
2026-W20,AST-BP-GRY,ecom,16,6080.0,0.0
2026-W21,AST-BP-GRY,store,26,8892.0,0.1
2026-W21,AST-BP-GRY,ecom,17,5814.0,0.1
2026-W22,AST-BP-GRY,store,22,7524.0,0.1
2026-W22,AST-BP-GRY,ecom,14,4788.0,0.1
2026-W23,AST-BP-GRY,store,23,7866.0,0.1
2026-W23,AST-BP-GRY,ecom,18,6156.0,0.1
2026-W24,AST-BP-GRY,store,24,8208.0,0.1
2026-W24,AST-BP-GRY,ecom,17,5814.0,0.1
2026-W25,AST-BP-GRY,store,21,7182.0,0.1
2026-W25,AST-BP-GRY,ecom,18,6156.0,0.1
2026-W26,AST-BP-GRY,store,25,8550.0,0.1
2026-W26,AST-BP-GRY,ecom,16,5472.0,0.1
2026-W27,AST-BP-GRY,store,19,7220.0,0.0
2026-W27,AST-BP-GRY,ecom,14,5320.0,0.0
2026-W28,AST-BP-GRY,store,21,7980.0,0.0
2026-W28,AST-BP-GRY,ecom,16,6080.0,0.0
2026-W29,AST-BP-GRY,store,23,8740.0,0.0
2026-W29,AST-BP-GRY,ecom,15,5700.0,0.0
2026-W30,AST-BP-GRY,store,21,7980.0,0.0
2026-W30,AST-BP-GRY,ecom,16,6080.0,0.0
2026-W31,AST-BP-GRY,store,17,6460.0,0.0
2026-W31,AST-BP-GRY,ecom,14,5320.0,0.0
2026-W06,JUN-BK-TAN,store,25,8500.0,0.0
2026-W06,JUN-BK-TAN,ecom,18,6120.0,0.0
2026-W07,JUN-BK-TAN,store,28,9520.0,0.0
2026-W07,JUN-BK-TAN,ecom,21,7140.0,0.0
2026-W08,JUN-BK-TAN,store,27,9180.0,0.0
2026-W08,JUN-BK-TAN,ecom,19,6460.0,0.0
2026-W09,JUN-BK-TAN,store,29,9860.0,0.0
2026-W09,JUN-BK-TAN,ecom,19,6460.0,0.0
2026-W10,JUN-BK-TAN,store,30,10200.0,0.0
2026-W10,JUN-BK-TAN,ecom,22,7480.0,0.0
2026-W11,JUN-BK-TAN,store,30,10200.0,0.0
2026-W11,JUN-BK-TAN,ecom,21,7140.0,0.0
2026-W12,JUN-BK-TAN,store,29,9860.0,0.0
2026-W12,JUN-BK-TAN,ecom,18,6120.0,0.0
2026-W13,JUN-BK-TAN,store,26,8840.0,0.0
2026-W13,JUN-BK-TAN,ecom,20,6800.0,0.0
2026-W14,JUN-BK-TAN,store,24,8160.0,0.0
2026-W14,JUN-BK-TAN,ecom,20,6800.0,0.0
2026-W15,JUN-BK-TAN,store,26,8840.0,0.0
2026-W15,JUN-BK-TAN,ecom,19,6460.0,0.0
2026-W16,JUN-BK-TAN,store,26,8840.0,0.0
2026-W16,JUN-BK-TAN,ecom,19,6460.0,0.0
2026-W17,JUN-BK-TAN,store,29,9860.0,0.0
2026-W17,JUN-BK-TAN,ecom,22,7480.0,0.0
2026-W18,JUN-BK-TAN,store,28,9520.0,0.0
2026-W18,JUN-BK-TAN,ecom,22,7480.0,0.0
2026-W19,JUN-BK-TAN,store,26,8840.0,0.0
2026-W19,JUN-BK-TAN,ecom,21,7140.0,0.0
2026-W20,JUN-BK-TAN,store,25,8500.0,0.0
2026-W20,JUN-BK-TAN,ecom,20,6800.0,0.0
2026-W21,JUN-BK-TAN,store,34,10404.0,0.1
2026-W21,JUN-BK-TAN,ecom,27,8262.0,0.1
2026-W22,JUN-BK-TAN,store,29,8874.0,0.1
2026-W22,JUN-BK-TAN,ecom,21,6426.0,0.1
2026-W23,JUN-BK-TAN,store,33,10098.0,0.1
2026-W23,JUN-BK-TAN,ecom,25,7650.0,0.1
2026-W24,JUN-BK-TAN,store,30,9180.0,0.1
2026-W24,JUN-BK-TAN,ecom,22,6732.0,0.1
2026-W25,JUN-BK-TAN,store,34,10404.0,0.1
2026-W25,JUN-BK-TAN,ecom,24,7344.0,0.1
2026-W26,JUN-BK-TAN,store,35,10710.0,0.1
2026-W26,JUN-BK-TAN,ecom,24,7344.0,0.1
2026-W27,JUN-BK-TAN,store,29,9860.0,0.0
2026-W27,JUN-BK-TAN,ecom,19,6460.0,0.0
2026-W28,JUN-BK-TAN,store,28,9520.0,0.0
2026-W28,JUN-BK-TAN,ecom,18,6120.0,0.0
2026-W29,JUN-BK-TAN,store,29,9860.0,0.0
2026-W29,JUN-BK-TAN,ecom,18,6120.0,0.0
2026-W30,JUN-BK-TAN,store,26,8840.0,0.0
2026-W30,JUN-BK-TAN,ecom,19,6460.0,0.0
2026-W31,JUN-BK-TAN,store,27,9180.0,0.0
2026-W31,JUN-BK-TAN,ecom,18,6120.0,0.0
2026-W06,JUN-BK-BLK,store,31,10540.0,0.0
2026-W06,JUN-BK-BLK,ecom,22,7480.0,0.0
2026-W07,JUN-BK-BLK,store,31,10540.0,0.0
2026-W07,JUN-BK-BLK,ecom,21,7140.0,0.0
2026-W08,JUN-BK-BLK,store,30,10200.0,0.0
2026-W08,JUN-BK-BLK,ecom,21,7140.0,0.0
2026-W09,JUN-BK-BLK,store,31,10540.0,0.0
2026-W09,JUN-BK-BLK,ecom,24,8160.0,0.0
2026-W10,JUN-BK-BLK,store,32,10880.0,0.0
2026-W10,JUN-BK-BLK,ecom,25,8500.0,0.0
2026-W11,JUN-BK-BLK,store,31,10540.0,0.0
2026-W11,JUN-BK-BLK,ecom,21,7140.0,0.0
2026-W12,JUN-BK-BLK,store,31,10540.0,0.0
2026-W12,JUN-BK-BLK,ecom,22,7480.0,0.0
2026-W13,JUN-BK-BLK,store,30,10200.0,0.0
2026-W13,JUN-BK-BLK,ecom,23,7820.0,0.0
2026-W14,JUN-BK-BLK,store,34,11560.0,0.0
2026-W14,JUN-BK-BLK,ecom,22,7480.0,0.0
2026-W15,JUN-BK-BLK,store,31,10540.0,0.0
2026-W15,JUN-BK-BLK,ecom,20,6800.0,0.0
2026-W16,JUN-BK-BLK,store,30,10200.0,0.0
2026-W16,JUN-BK-BLK,ecom,21,7140.0,0.0
2026-W17,JUN-BK-BLK,store,32,10880.0,0.0
2026-W17,JUN-BK-BLK,ecom,22,7480.0,0.0
2026-W18,JUN-BK-BLK,store,28,9520.0,0.0
2026-W18,JUN-BK-BLK,ecom,21,7140.0,0.0
2026-W19,JUN-BK-BLK,store,30,10200.0,0.0
2026-W19,JUN-BK-BLK,ecom,23,7820.0,0.0
2026-W20,JUN-BK-BLK,store,42,14280.0,0.0
2026-W20,JUN-BK-BLK,ecom,31,10540.0,0.0
2026-W21,JUN-BK-BLK,store,47,14382.0,0.1
2026-W21,JUN-BK-BLK,ecom,37,11322.0,0.1
2026-W22,JUN-BK-BLK,store,48,14688.0,0.1
2026-W22,JUN-BK-BLK,ecom,37,11322.0,0.1
2026-W23,JUN-BK-BLK,store,52,15912.0,0.1
2026-W23,JUN-BK-BLK,ecom,33,10098.0,0.1
2026-W24,JUN-BK-BLK,store,48,14688.0,0.1
2026-W24,JUN-BK-BLK,ecom,37,11322.0,0.1
2026-W25,JUN-BK-BLK,store,53,16218.0,0.1
2026-W25,JUN-BK-BLK,ecom,39,11934.0,0.1
2026-W26,JUN-BK-BLK,store,48,14688.0,0.1
2026-W26,JUN-BK-BLK,ecom,33,10098.0,0.1
2026-W27,JUN-BK-BLK,store,43,14620.0,0.0
2026-W27,JUN-BK-BLK,ecom,31,10540.0,0.0
2026-W28,JUN-BK-BLK,store,43,14620.0,0.0
2026-W28,JUN-BK-BLK,ecom,33,11220.0,0.0
2026-W29,JUN-BK-BLK,store,42,14280.0,0.0
2026-W29,JUN-BK-BLK,ecom,31,10540.0,0.0
2026-W30,JUN-BK-BLK,store,35,11900.0,0.0
2026-W30,JUN-BK-BLK,ecom,28,9520.0,0.0
2026-W31,JUN-BK-BLK,store,39,13260.0,0.0
2026-W31,JUN-BK-BLK,ecom,27,9180.0,0.0
2026-W06,ELL-MN-BLK,store,35,9100.0,0.0
2026-W06,ELL-MN-BLK,ecom,26,6760.0,0.0
2026-W07,ELL-MN-BLK,store,34,8840.0,0.0
2026-W07,ELL-MN-BLK,ecom,27,7020.0,0.0
2026-W08,ELL-MN-BLK,store,37,9620.0,0.0
2026-W08,ELL-MN-BLK,ecom,31,8060.0,0.0
2026-W09,ELL-MN-BLK,store,39,10140.0,0.0
2026-W09,ELL-MN-BLK,ecom,27,7020.0,0.0
2026-W10,ELL-MN-BLK,store,34,8840.0,0.0
2026-W10,ELL-MN-BLK,ecom,27,7020.0,0.0
2026-W11,ELL-MN-BLK,store,35,9100.0,0.0
2026-W11,ELL-MN-BLK,ecom,25,6500.0,0.0
2026-W12,ELL-MN-BLK,store,42,10920.0,0.0
2026-W12,ELL-MN-BLK,ecom,28,7280.0,0.0
2026-W13,ELL-MN-BLK,store,37,9620.0,0.0
2026-W13,ELL-MN-BLK,ecom,30,7800.0,0.0
2026-W14,ELL-MN-BLK,store,34,8840.0,0.0
2026-W14,ELL-MN-BLK,ecom,24,6240.0,0.0
2026-W15,ELL-MN-BLK,store,41,10660.0,0.0
2026-W15,ELL-MN-BLK,ecom,28,7280.0,0.0
2026-W16,ELL-MN-BLK,store,35,9100.0,0.0
2026-W16,ELL-MN-BLK,ecom,25,6500.0,0.0
2026-W17,ELL-MN-BLK,store,36,9360.0,0.0
2026-W17,ELL-MN-BLK,ecom,26,6760.0,0.0
2026-W18,ELL-MN-BLK,store,34,8840.0,0.0
2026-W18,ELL-MN-BLK,ecom,25,6500.0,0.0
2026-W19,ELL-MN-BLK,store,34,8840.0,0.0
2026-W19,ELL-MN-BLK,ecom,25,6500.0,0.0
2026-W20,ELL-MN-BLK,store,25,6500.0,0.0
2026-W20,ELL-MN-BLK,ecom,20,5200.0,0.0
2026-W21,ELL-MN-BLK,store,27,6318.0,0.1
2026-W21,ELL-MN-BLK,ecom,22,5148.0,0.1
2026-W22,ELL-MN-BLK,store,28,6552.0,0.1
2026-W22,ELL-MN-BLK,ecom,20,4680.0,0.1
2026-W23,ELL-MN-BLK,store,28,6552.0,0.1
2026-W23,ELL-MN-BLK,ecom,21,4914.0,0.1
2026-W24,ELL-MN-BLK,store,27,6318.0,0.1
2026-W24,ELL-MN-BLK,ecom,22,5148.0,0.1
2026-W25,ELL-MN-BLK,store,29,6786.0,0.1
2026-W25,ELL-MN-BLK,ecom,20,4680.0,0.1
2026-W26,ELL-MN-BLK,store,28,6552.0,0.1
2026-W26,ELL-MN-BLK,ecom,20,4680.0,0.1
2026-W27,ELL-MN-BLK,store,28,7280.0,0.0
2026-W27,ELL-MN-BLK,ecom,19,4940.0,0.0
2026-W28,ELL-MN-BLK,store,27,7020.0,0.0
2026-W28,ELL-MN-BLK,ecom,18,4680.0,0.0
2026-W29,ELL-MN-BLK,store,28,7280.0,0.0
2026-W29,ELL-MN-BLK,ecom,21,5460.0,0.0
2026-W30,ELL-MN-BLK,store,26,6760.0,0.0
2026-W30,ELL-MN-BLK,ecom,18,4680.0,0.0
2026-W31,ELL-MN-BLK,store,25,6500.0,0.0
2026-W31,ELL-MN-BLK,ecom,18,4680.0,0.0
2026-W06,ELL-MN-PNK,store,18,4680.0,0.0
2026-W06,ELL-MN-PNK,ecom,12,3120.0,0.0
2026-W07,ELL-MN-PNK,store,18,4680.0,0.0
2026-W07,ELL-MN-PNK,ecom,12,3120.0,0.0
2026-W08,ELL-MN-PNK,store,18,4680.0,0.0
2026-W08,ELL-MN-PNK,ecom,15,3900.0,0.0
2026-W09,ELL-MN-PNK,store,21,5460.0,0.0
2026-W09,ELL-MN-PNK,ecom,15,3900.0,0.0
2026-W10,ELL-MN-PNK,store,19,4940.0,0.0
2026-W10,ELL-MN-PNK,ecom,12,3120.0,0.0
2026-W11,ELL-MN-PNK,store,17,4420.0,0.0
2026-W11,ELL-MN-PNK,ecom,13,3380.0,0.0
2026-W12,ELL-MN-PNK,store,21,5460.0,0.0
2026-W12,ELL-MN-PNK,ecom,15,3900.0,0.0
2026-W13,ELL-MN-PNK,store,18,4680.0,0.0
2026-W13,ELL-MN-PNK,ecom,12,3120.0,0.0
2026-W14,ELL-MN-PNK,store,17,4420.0,0.0
2026-W14,ELL-MN-PNK,ecom,12,3120.0,0.0
2026-W15,ELL-MN-PNK,store,18,4680.0,0.0
2026-W15,ELL-MN-PNK,ecom,13,3380.0,0.0
2026-W16,ELL-MN-PNK,store,19,4940.0,0.0
2026-W16,ELL-MN-PNK,ecom,12,3120.0,0.0
2026-W17,ELL-MN-PNK,store,17,4420.0,0.0
2026-W17,ELL-MN-PNK,ecom,14,3640.0,0.0
2026-W18,ELL-MN-PNK,store,18,4680.0,0.0
2026-W18,ELL-MN-PNK,ecom,14,3640.0,0.0
2026-W19,ELL-MN-PNK,store,17,4420.0,0.0
2026-W19,ELL-MN-PNK,ecom,11,2860.0,0.0
2026-W20,ELL-MN-PNK,store,19,4940.0,0.0
2026-W20,ELL-MN-PNK,ecom,13,3380.0,0.0
2026-W21,ELL-MN-PNK,store,22,5148.0,0.1
2026-W21,ELL-MN-PNK,ecom,18,4212.0,0.1
2026-W22,ELL-MN-PNK,store,21,4914.0,0.1
2026-W22,ELL-MN-PNK,ecom,14,3276.0,0.1
2026-W23,ELL-MN-PNK,store,21,4914.0,0.1
2026-W23,ELL-MN-PNK,ecom,17,3978.0,0.1
2026-W24,ELL-MN-PNK,store,21,4914.0,0.1
2026-W24,ELL-MN-PNK,ecom,17,3978.0,0.1
2026-W25,ELL-MN-PNK,store,22,5148.0,0.1
2026-W25,ELL-MN-PNK,ecom,16,3744.0,0.1
2026-W26,ELL-MN-PNK,store,22,5148.0,0.1
2026-W26,ELL-MN-PNK,ecom,17,3978.0,0.1
2026-W27,ELL-MN-PNK,store,18,4680.0,0.0
2026-W27,ELL-MN-PNK,ecom,12,3120.0,0.0
2026-W28,ELL-MN-PNK,store,18,4680.0,0.0
2026-W28,ELL-MN-PNK,ecom,13,3380.0,0.0
2026-W29,ELL-MN-PNK,store,18,4680.0,0.0
2026-W29,ELL-MN-PNK,ecom,12,3120.0,0.0
2026-W30,ELL-MN-PNK,store,19,4940.0,0.0
2026-W30,ELL-MN-PNK,ecom,12,3120.0,0.0
2026-W31,ELL-MN-PNK,store,19,4940.0,0.0
2026-W31,ELL-MN-PNK,ecom,15,3900.0,0.0
2026-W06,NAD-LF-BLK-35,store,4,1160.0,0.0
2026-W06,NAD-LF-BLK-35,ecom,4,1160.0,0.0
2026-W07,NAD-LF-BLK-35,store,4,1160.0,0.0
2026-W07,NAD-LF-BLK-35,ecom,4,1160.0,0.0
2026-W08,NAD-LF-BLK-35,store,5,1450.0,0.0
2026-W08,NAD-LF-BLK-35,ecom,3,870.0,0.0
2026-W09,NAD-LF-BLK-35,store,6,1740.0,0.0
2026-W09,NAD-LF-BLK-35,ecom,4,1160.0,0.0
2026-W10,NAD-LF-BLK-35,store,5,1450.0,0.0
2026-W10,NAD-LF-BLK-35,ecom,4,1160.0,0.0
2026-W11,NAD-LF-BLK-35,store,5,1450.0,0.0
2026-W11,NAD-LF-BLK-35,ecom,3,870.0,0.0
2026-W12,NAD-LF-BLK-35,store,5,1450.0,0.0
2026-W12,NAD-LF-BLK-35,ecom,3,870.0,0.0
2026-W13,NAD-LF-BLK-35,store,5,1450.0,0.0
2026-W13,NAD-LF-BLK-35,ecom,3,870.0,0.0
2026-W14,NAD-LF-BLK-35,store,5,1450.0,0.0
2026-W14,NAD-LF-BLK-35,ecom,3,870.0,0.0
2026-W15,NAD-LF-BLK-35,store,5,1450.0,0.0
2026-W15,NAD-LF-BLK-35,ecom,3,870.0,0.0
2026-W16,NAD-LF-BLK-35,store,5,1450.0,0.0
2026-W16,NAD-LF-BLK-35,ecom,4,1160.0,0.0
2026-W17,NAD-LF-BLK-35,store,5,1450.0,0.0
2026-W17,NAD-LF-BLK-35,ecom,4,1160.0,0.0
2026-W18,NAD-LF-BLK-35,store,4,1160.0,0.0
2026-W18,NAD-LF-BLK-35,ecom,4,1160.0,0.0
2026-W19,NAD-LF-BLK-35,store,5,1450.0,0.0
2026-W19,NAD-LF-BLK-35,ecom,3,870.0,0.0
2026-W20,NAD-LF-BLK-35,store,5,1450.0,0.0
2026-W20,NAD-LF-BLK-35,ecom,3,870.0,0.0
2026-W21,NAD-LF-BLK-35,store,6,1566.0,0.1
2026-W21,NAD-LF-BLK-35,ecom,4,1044.0,0.1
2026-W22,NAD-LF-BLK-35,store,6,1566.0,0.1
2026-W22,NAD-LF-BLK-35,ecom,4,1044.0,0.1
2026-W23,NAD-LF-BLK-35,store,5,1305.0,0.1
2026-W23,NAD-LF-BLK-35,ecom,4,1044.0,0.1
2026-W24,NAD-LF-BLK-35,store,5,1305.0,0.1
2026-W24,NAD-LF-BLK-35,ecom,4,1044.0,0.1
2026-W25,NAD-LF-BLK-35,store,5,1305.0,0.1
2026-W25,NAD-LF-BLK-35,ecom,4,1044.0,0.1
2026-W26,NAD-LF-BLK-35,store,6,1566.0,0.1
2026-W26,NAD-LF-BLK-35,ecom,4,1044.0,0.1
2026-W27,NAD-LF-BLK-35,store,5,1450.0,0.0
2026-W27,NAD-LF-BLK-35,ecom,4,1160.0,0.0
2026-W28,NAD-LF-BLK-35,store,4,1160.0,0.0
2026-W28,NAD-LF-BLK-35,ecom,4,1160.0,0.0
2026-W29,NAD-LF-BLK-35,store,5,1450.0,0.0
2026-W29,NAD-LF-BLK-35,ecom,3,870.0,0.0
2026-W30,NAD-LF-BLK-35,store,5,1450.0,0.0
2026-W30,NAD-LF-BLK-35,ecom,3,870.0,0.0
2026-W31,NAD-LF-BLK-35,store,5,1450.0,0.0
2026-W31,NAD-LF-BLK-35,ecom,3,870.0,0.0
2026-W06,NAD-LF-BLK-36,store,10,2900.0,0.0
2026-W06,NAD-LF-BLK-36,ecom,7,2030.0,0.0
2026-W07,NAD-LF-BLK-36,store,10,2900.0,0.0
2026-W07,NAD-LF-BLK-36,ecom,7,2030.0,0.0
2026-W08,NAD-LF-BLK-36,store,10,2900.0,0.0
2026-W08,NAD-LF-BLK-36,ecom,8,2320.0,0.0
2026-W09,NAD-LF-BLK-36,store,11,3190.0,0.0
2026-W09,NAD-LF-BLK-36,ecom,8,2320.0,0.0
2026-W10,NAD-LF-BLK-36,store,11,3190.0,0.0
2026-W10,NAD-LF-BLK-36,ecom,8,2320.0,0.0
2026-W11,NAD-LF-BLK-36,store,10,2900.0,0.0
2026-W11,NAD-LF-BLK-36,ecom,8,2320.0,0.0
2026-W12,NAD-LF-BLK-36,store,13,3770.0,0.0
2026-W12,NAD-LF-BLK-36,ecom,8,2320.0,0.0
2026-W13,NAD-LF-BLK-36,store,11,3190.0,0.0
2026-W13,NAD-LF-BLK-36,ecom,7,2030.0,0.0
2026-W14,NAD-LF-BLK-36,store,10,2900.0,0.0
2026-W14,NAD-LF-BLK-36,ecom,8,2320.0,0.0
2026-W15,NAD-LF-BLK-36,store,11,3190.0,0.0
2026-W15,NAD-LF-BLK-36,ecom,7,2030.0,0.0
2026-W16,NAD-LF-BLK-36,store,12,3480.0,0.0
2026-W16,NAD-LF-BLK-36,ecom,8,2320.0,0.0
2026-W17,NAD-LF-BLK-36,store,12,3480.0,0.0
2026-W17,NAD-LF-BLK-36,ecom,8,2320.0,0.0
2026-W18,NAD-LF-BLK-36,store,11,3190.0,0.0
2026-W18,NAD-LF-BLK-36,ecom,8,2320.0,0.0
2026-W19,NAD-LF-BLK-36,store,11,3190.0,0.0
2026-W19,NAD-LF-BLK-36,ecom,7,2030.0,0.0
2026-W20,NAD-LF-BLK-36,store,12,3480.0,0.0
2026-W20,NAD-LF-BLK-36,ecom,7,2030.0,0.0
2026-W21,NAD-LF-BLK-36,store,13,3393.0,0.1
2026-W21,NAD-LF-BLK-36,ecom,8,2088.0,0.1
2026-W22,NAD-LF-BLK-36,store,5,1305.0,0.1
2026-W22,NAD-LF-BLK-36,ecom,4,1044.0,0.1
2026-W23,NAD-LF-BLK-36,store,0,0.0,0.1
2026-W23,NAD-LF-BLK-36,ecom,0,0.0,0.1
2026-W24,NAD-LF-BLK-36,store,0,0.0,0.1
2026-W24,NAD-LF-BLK-36,ecom,0,0.0,0.1
2026-W25,NAD-LF-BLK-36,store,0,0.0,0.1
2026-W25,NAD-LF-BLK-36,ecom,0,0.0,0.1
2026-W26,NAD-LF-BLK-36,store,0,0.0,0.1
2026-W26,NAD-LF-BLK-36,ecom,0,0.0,0.1
2026-W27,NAD-LF-BLK-36,store,0,0.0,0.0
2026-W27,NAD-LF-BLK-36,ecom,0,0.0,0.0
2026-W28,NAD-LF-BLK-36,store,0,0.0,0.0
2026-W28,NAD-LF-BLK-36,ecom,0,0.0,0.0
2026-W29,NAD-LF-BLK-36,store,0,0.0,0.0
2026-W29,NAD-LF-BLK-36,ecom,0,0.0,0.0
2026-W30,NAD-LF-BLK-36,store,0,0.0,0.0
2026-W30,NAD-LF-BLK-36,ecom,0,0.0,0.0
2026-W31,NAD-LF-BLK-36,store,0,0.0,0.0
2026-W31,NAD-LF-BLK-36,ecom,0,0.0,0.0
2026-W06,NAD-LF-BLK-37,store,11,3190.0,0.0
2026-W06,NAD-LF-BLK-37,ecom,9,2610.0,0.0
2026-W07,NAD-LF-BLK-37,store,12,3480.0,0.0
2026-W07,NAD-LF-BLK-37,ecom,8,2320.0,0.0
2026-W08,NAD-LF-BLK-37,store,14,4060.0,0.0
2026-W08,NAD-LF-BLK-37,ecom,10,2900.0,0.0
2026-W09,NAD-LF-BLK-37,store,14,4060.0,0.0
2026-W09,NAD-LF-BLK-37,ecom,9,2610.0,0.0
2026-W10,NAD-LF-BLK-37,store,14,4060.0,0.0
2026-W10,NAD-LF-BLK-37,ecom,9,2610.0,0.0
2026-W11,NAD-LF-BLK-37,store,13,3770.0,0.0
2026-W11,NAD-LF-BLK-37,ecom,9,2610.0,0.0
2026-W12,NAD-LF-BLK-37,store,13,3770.0,0.0
