week,sku,units_on_hand
2026-W09,VER-HL-BLK-35,16
2026-W10,VER-HL-BLK-35,10
2026-W11,VER-HL-BLK-35,5
2026-W12,VER-HL-BLK-35,30
2026-W13,VER-HL-BLK-35,24
2026-W14,VER-HL-BLK-35,19
2026-W15,VER-HL-BLK-35,13
2026-W16,VER-HL-BLK-35,7
2026-W17,VER-HL-BLK-35,27
2026-W18,VER-HL-BLK-35,21
2026-W19,VER-HL-BLK-35,16
2026-W20,VER-HL-BLK-35,11
2026-W21,VER-HL-BLK-35,4
2026-W22,VER-HL-BLK-35,26
2026-W23,VER-HL-BLK-35,20
2026-W24,VER-HL-BLK-35,13
2026-W25,VER-HL-BLK-35,6
2026-W26,VER-HL-BLK-35,27
2026-W27,VER-HL-BLK-35,22
2026-W28,VER-HL-BLK-35,17
2026-W29,VER-HL-BLK-35,11
2026-W30,VER-HL-BLK-35,5
2026-W31,VER-HL-BLK-35,29
2026-W06,VER-HL-BLK-36,69
2026-W07,VER-HL-BLK-36,57
2026-W08,VER-HL-BLK-36,44
2026-W09,VER-HL-BLK-36,32
2026-W10,VER-HL-BLK-36,20
2026-W11,VER-HL-BLK-36,7
2026-W12,VER-HL-BLK-36,60
2026-W13,VER-HL-BLK-36,47
2026-W14,VER-HL-BLK-36,36
2026-W15,VER-HL-BLK-36,25
2026-W16,VER-HL-BLK-36,14
2026-W17,VER-HL-BLK-36,59
2026-W18,VER-HL-BLK-36,47
2026-W19,VER-HL-BLK-36,35
2026-W20,VER-HL-BLK-36,22
2026-W21,VER-HL-BLK-36,8
2026-W22,VER-HL-BLK-36,58
2026-W23,VER-HL-BLK-36,44
2026-W24,VER-HL-BLK-36,30
2026-W25,VER-HL-BLK-36,15
2026-W26,VER-HL-BLK-36,57
2026-W27,VER-HL-BLK-36,44
2026-W28,VER-HL-BLK-36,33
2026-W29,VER-HL-BLK-36,20
2026-W30,VER-HL-BLK-36,8
2026-W31,VER-HL-BLK-36,62
2026-W06,VER-HL-BLK-37,81
2026-W07,VER-HL-BLK-37,68
2026-W08,VER-HL-BLK-37,53
2026-W09,VER-HL-BLK-37,39
2026-W10,VER-HL-BLK-37,23
2026-W11,VER-HL-BLK-37,10
2026-W12,VER-HL-BLK-37,72
2026-W13,VER-HL-BLK-37,57
2026-W14,VER-HL-BLK-37,45
2026-W15,VER-HL-BLK-37,33
2026-W16,VER-HL-BLK-37,19
2026-W17,VER-HL-BLK-37,67
2026-W18,VER-HL-BLK-37,54
2026-W19,VER-HL-BLK-37,39
2026-W20,VER-HL-BLK-37,24
2026-W21,VER-HL-BLK-37,7
2026-W22,VER-HL-BLK-37,66
2026-W23,VER-HL-BLK-37,51
2026-W24,VER-HL-BLK-37,36
2026-W25,VER-HL-BLK-37,20
2026-W26,VER-HL-BLK-37,4
2026-W27,VER-HL-BLK-37,70
2026-W28,VER-HL-BLK-37,55
2026-W29,VER-HL-BLK-37,40
2026-W30,VER-HL-BLK-37,28
2026-W31,VER-HL-BLK-37,14
2026-W06,VER-HL-BLK-38,64
2026-W07,VER-HL-BLK-38,54
2026-W08,VER-HL-BLK-38,43
2026-W09,VER-HL-BLK-38,31
2026-W10,VER-HL-BLK-38,20
2026-W11,VER-HL-BLK-38,9
2026-W12,VER-HL-BLK-38,55
2026-W13,VER-HL-BLK-38,44
2026-W14,VER-HL-BLK-38,33
2026-W15,VER-HL-BLK-38,22
2026-W16,VER-HL-BLK-38,11
2026-W17,VER-HL-BLK-38,52
2026-W18,VER-HL-BLK-38,41
2026-W19,VER-HL-BLK-38,31
2026-W20,VER-HL-BLK-38,21
2026-W21,VER-HL-BLK-38,9
2026-W22,VER-HL-BLK-38,54
2026-W23,VER-HL-BLK-38,42
2026-W24,VER-HL-BLK-38,29
2026-W25,VER-HL-BLK-38,16
2026-W26,VER-HL-BLK-38,5
2026-W27,VER-HL-BLK-38,56
2026-W28,VER-HL-BLK-38,46
2026-W29,VER-HL-BLK-38,35
2026-W30,VER-HL-BLK-38,24
2026-W31,VER-HL-BLK-38,13
2026-W06,VER-HL-BLK-39,39
2026-W07,VER-HL-BLK-39,32
2026-W08,VER-HL-BLK-39,25
2026-W09,VER-HL-BLK-39,18
2026-W10,VER-HL-BLK-39,11
2026-W11,VER-HL-BLK-39,37
2026-W12,VER-HL-BLK-39,30
2026-W13,VER-HL-BLK-39,23
2026-W14,VER-HL-BLK-39,17
2026-W15,VER-HL-BLK-39,10
2026-W16,VER-HL-BLK-39,3
2026-W17,VER-HL-BLK-39,33
2026-W18,VER-HL-BLK-39,27
2026-W19,VER-HL-BLK-39,20
2026-W20,VER-HL-BLK-39,14
2026-W21,VER-HL-BLK-39,6
2026-W22,VER-HL-BLK-39,32
2026-W23,VER-HL-BLK-39,24
2026-W24,VER-HL-BLK-39,16
2026-W25,VER-HL-BLK-39,8
2026-W26,VER-HL-BLK-39,33
2026-W27,VER-HL-BLK-39,26
2026-W28,VER-HL-BLK-39,19
2026-W29,VER-HL-BLK-39,12
2026-W30,VER-HL-BLK-39,6
2026-W31,VER-HL-BLK-39,35
2026-W06,VER-HL-BLK-40,15
2026-W07,VER-HL-BLK-40,13
2026-W08,VER-HL-BLK-40,10
2026-W09,VER-HL-BLK-40,7
2026-W10,VER-HL-BLK-40,4
2026-W11,VER-HL-BLK-40,2
2026-W12,VER-HL-BLK-40,15
2026-W13,VER-HL-BLK-40,13
2026-W14,VER-HL-BLK-40,11
2026-W15,VER-HL-BLK-40,8
2026-W16,VER-HL-BLK-40,5
2026-W17,VER-HL-BLK-40,2
2026-W18,VER-HL-BLK-40,12
2026-W19,VER-HL-BLK-40,9
2026-W20,VER-HL-BLK-40,6
2026-W21,VER-HL-BLK-40,3
2026-W22,VER-HL-BLK-40,12
2026-W23,VER-HL-BLK-40,9
2026-W24,VER-HL-BLK-40,6
2026-W25,VER-HL-BLK-40,3
2026-W26,VER-HL-BLK-40,12
2026-W27,VER-HL-BLK-40,10
2026-W28,VER-HL-BLK-40,8
2026-W29,VER-HL-BLK-40,5
2026-W30,VER-HL-BLK-40,2
2026-W31,VER-HL-BLK-40,12
2026-W06,VER-HL-RED-35,15
2026-W07,VER-HL-RED-35,12
2026-W08,VER-HL-RED-35,9
2026-W09,VER-HL-RED-35,6
2026-W10,VER-HL-RED-35,3
2026-W11,VER-HL-RED-35,15
2026-W12,VER-HL-RED-35,12
2026-W13,VER-HL-RED-35,9
2026-W14,VER-HL-RED-35,6
2026-W15,VER-HL-RED-35,3
2026-W16,VER-HL-RED-35,12
2026-W17,VER-HL-RED-35,9
2026-W18,VER-HL-RED-35,6
2026-W19,VER-HL-RED-35,3
2026-W20,VER-HL-RED-35,12
2026-W21,VER-HL-RED-35,9
2026-W22,VER-HL-RED-35,6
2026-W23,VER-HL-RED-35,3
2026-W24,VER-HL-RED-35,12
2026-W25,VER-HL-RED-35,9
2026-W26,VER-HL-RED-35,6
2026-W27,VER-HL-RED-35,4
2026-W28,VER-HL-RED-35,13
2026-W29,VER-HL-RED-35,10
2026-W30,VER-HL-RED-35,7
2026-W31,VER-HL-RED-35,4
2026-W06,VER-HL-RED-36,33
2026-W07,VER-HL-RED-36,28
2026-W08,VER-HL-RED-36,22
2026-W09,VER-HL-RED-36,16
2026-W10,VER-HL-RED-36,10
2026-W11,VER-HL-RED-36,4
2026-W12,VER-HL-RED-36,29
2026-W13,VER-HL-RED-36,23
2026-W14,VER-HL-RED-36,17
2026-W15,VER-HL-RED-36,12
2026-W16,VER-HL-RED-36,7
2026-W17,VER-HL-RED-36,29
2026-W18,VER-HL-RED-36,24
2026-W19,VER-HL-RED-36,18
2026-W20,VER-HL-RED-36,13
2026-W21,VER-HL-RED-36,7
2026-W22,VER-HL-RED-36,29
2026-W23,VER-HL-RED-36,23
2026-W24,VER-HL-RED-36,16
2026-W25,VER-HL-RED-36,9
2026-W26,VER-HL-RED-36,3
2026-W27,VER-HL-RED-36,30
2026-W28,VER-HL-RED-36,24
2026-W29,VER-HL-RED-36,18
2026-W30,VER-HL-RED-36,12
2026-W31,VER-HL-RED-36,6
2026-W06,VER-HL-RED-37,38
2026-W07,VER-HL-RED-37,32
2026-W08,VER-HL-RED-37,25
2026-W09,VER-HL-RED-37,18
2026-W10,VER-HL-RED-37,11
2026-W11,VER-HL-RED-37,36
2026-W12,VER-HL-RED-37,29
2026-W13,VER-HL-RED-37,22
2026-W14,VER-HL-RED-37,15
2026-W15,VER-HL-RED-37,9
2026-W16,VER-HL-RED-37,32
2026-W17,VER-HL-RED-37,25
2026-W18,VER-HL-RED-37,19
2026-W19,VER-HL-RED-37,13
2026-W20,VER-HL-RED-37,6
2026-W21,VER-HL-RED-37,30
2026-W22,VER-HL-RED-37,23
2026-W23,VER-HL-RED-37,15
2026-W24,VER-HL-RED-37,7
2026-W25,VER-HL-RED-37,30
2026-W26,VER-HL-RED-37,22
2026-W27,VER-HL-RED-37,16
2026-W28,VER-HL-RED-37,9
2026-W29,VER-HL-RED-37,31
2026-W30,VER-HL-RED-37,24
2026-W31,VER-HL-RED-37,18
2026-W06,VER-HL-RED-38,30
2026-W07,VER-HL-RED-38,25
2026-W08,VER-HL-RED-38,20
2026-W09,VER-HL-RED-38,14
2026-W10,VER-HL-RED-38,9
2026-W11,VER-HL-RED-38,29
2026-W12,VER-HL-RED-38,23
2026-W13,VER-HL-RED-38,18
2026-W14,VER-HL-RED-38,13
2026-W15,VER-HL-RED-38,8
2026-W16,VER-HL-RED-38,2
2026-W17,VER-HL-RED-38,24
2026-W18,VER-HL-RED-38,19
2026-W19,VER-HL-RED-38,14
2026-W20,VER-HL-RED-38,8
2026-W21,VER-HL-RED-38,2
2026-W22,VER-HL-RED-38,26
2026-W23,VER-HL-RED-38,21
2026-W24,VER-HL-RED-38,15
2026-W25,VER-HL-RED-38,9
2026-W26,VER-HL-RED-38,4
2026-W27,VER-HL-RED-38,27
2026-W28,VER-HL-RED-38,22
2026-W29,VER-HL-RED-38,16
2026-W30,VER-HL-RED-38,11
2026-W31,VER-HL-RED-38,6
2026-W06,VER-HL-RED-39,19
2026-W07,VER-HL-RED-39,16
2026-W08,VER-HL-RED-39,12
2026-W09,VER-HL-RED-39,8
2026-W10,VER-HL-RED-39,5
2026-W11,VER-HL-RED-39,18
2026-W12,VER-HL-RED-39,14
2026-W13,VER-HL-RED-39,11
2026-W14,VER-HL-RED-39,8
2026-W15,VER-HL-RED-39,5
2026-W16,VER-HL-RED-39,1
2026-W17,VER-HL-RED-39,15
2026-W18,VER-HL-RED-39,12
2026-W19,VER-HL-RED-39,9
2026-W20,VER-HL-RED-39,6
2026-W21,VER-HL-RED-39,3
2026-W22,VER-HL-RED-39,16
2026-W23,VER-HL-RED-39,13
2026-W24,VER-HL-RED-39,9
2026-W25,VER-HL-RED-39,5
2026-W26,VER-HL-RED-39,1
2026-W27,VER-HL-RED-39,16
2026-W28,VER-HL-RED-39,13
2026-W29,VER-HL-RED-39,10
2026-W30,VER-HL-RED-39,7
2026-W31,VER-HL-RED-39,4
2026-W06,VER-HL-RED-40,12
2026-W07,VER-HL-RED-40,10
2026-W08,VER-HL-RED-40,8
2026-W09,VER-HL-RED-40,6
2026-W10,VER-HL-RED-40,4
2026-W11,VER-HL-RED-40,2
2026-W12,VER-HL-RED-40,11
2026-W13,VER-HL-RED-40,9
2026-W14,VER-HL-RED-40,7
2026-W15,VER-HL-RED-40,5
2026-W16,VER-HL-RED-40,3
2026-W17,VER-HL-RED-40,1
2026-W18,VER-HL-RED-40,11
2026-W19,VER-HL-RED-40,9
2026-W20,VER-HL-RED-40,7
2026-W21,VER-HL-RED-40,5
2026-W22,VER-HL-RED-40,3
2026-W23,VER-HL-RED-40,11
2026-W24,VER-HL-RED-40,9
2026-W25,VER-HL-RED-40,7
2026-W26,VER-HL-RED-40,5
2026-W27,VER-HL-RED-40,3
2026-W28,VER-HL-RED-40,1
2026-W29,VER-HL-RED-40,10
2026-W30,VER-HL-RED-40,8
2026-W31,VER-HL-RED-40,6
2026-W06,CLE-SD-TAN-35,48
2026-W07,CLE-SD-TAN-35,40
2026-W08,CLE-SD-TAN-35,32
2026-W09,CLE-SD-TAN-35,22
2026-W10,CLE-SD-TAN-35,14
2026-W11,CLE-SD-TAN-35,48
2026-W12,CLE-SD-TAN-35,39
2026-W13,CLE-SD-TAN-35,31
2026-W14,CLE-SD-TAN-35,24
2026-W15,CLE-SD-TAN-35,16
2026-W16,CLE-SD-TAN-35,8
2026-W17,CLE-SD-TAN-35,40
2026-W18,CLE-SD-TAN-35,31
2026-W19,CLE-SD-TAN-35,23
2026-W20,CLE-SD-TAN-35,15
2026-W21,CLE-SD-TAN-35,6
2026-W22,CLE-SD-TAN-35,43
2026-W23,CLE-SD-TAN-35,33
2026-W24,CLE-SD-TAN-35,24
2026-W25,CLE-SD-TAN-35,15
2026-W26,CLE-SD-TAN-35,5
2026-W27,CLE-SD-TAN-35,42
2026-W28,CLE-SD-TAN-35,33
2026-W29,CLE-SD-TAN-35,25
2026-W30,CLE-SD-TAN-35,17
2026-W31,CLE-SD-TAN-35,9
2026-W06,CLE-SD-TAN-36,97
2026-W07,CLE-SD-TAN-36,79
2026-W08,CLE-SD-TAN-36,60
2026-W09,CLE-SD-TAN-36,41
2026-W10,CLE-SD-TAN-36,25
2026-W11,CLE-SD-TAN-36,96
2026-W12,CLE-SD-TAN-36,80
2026-W13,CLE-SD-TAN-36,62
2026-W14,CLE-SD-TAN-36,45
2026-W15,CLE-SD-TAN-36,30
2026-W16,CLE-SD-TAN-36,12
2026-W17,CLE-SD-TAN-36,80
2026-W18,CLE-SD-TAN-36,62
2026-W19,CLE-SD-TAN-36,44
2026-W20,CLE-SD-TAN-36,28
2026-W21,CLE-SD-TAN-36,7
2026-W22,CLE-SD-TAN-36,82
2026-W23,CLE-SD-TAN-36,63
2026-W24,CLE-SD-TAN-36,43
2026-W25,CLE-SD-TAN-36,24
2026-W26,CLE-SD-TAN-36,5
2026-W27,CLE-SD-TAN-36,85
2026-W28,CLE-SD-TAN-36,69
2026-W29,CLE-SD-TAN-36,52
2026-W30,CLE-SD-TAN-36,37
2026-W31,CLE-SD-TAN-36,20
2026-W06,CLE-SD-TAN-37,105
2026-W07,CLE-SD-TAN-37,89
2026-W08,CLE-SD-TAN-37,71
2026-W09,CLE-SD-TAN-37,50
2026-W10,CLE-SD-TAN-37,32
2026-W11,CLE-SD-TAN-37,13
2026-W12,CLE-SD-TAN-37,95
2026-W13,CLE-SD-TAN-37,76
2026-W14,CLE-SD-TAN-37,57
2026-W15,CLE-SD-TAN-37,39
2026-W16,CLE-SD-TAN-37,21
2026-W17,CLE-SD-TAN-37,88
2026-W18,CLE-SD-TAN-37,71
2026-W19,CLE-SD-TAN-37,54
2026-W20,CLE-SD-TAN-37,37
2026-W21,CLE-SD-TAN-37,16
2026-W22,CLE-SD-TAN-37,87
2026-W23,CLE-SD-TAN-37,69
2026-W24,CLE-SD-TAN-37,48
2026-W25,CLE-SD-TAN-37,28
2026-W26,CLE-SD-TAN-37,10
2026-W27,CLE-SD-TAN-37,93
2026-W28,CLE-SD-TAN-37,73
2026-W29,CLE-SD-TAN-37,56
2026-W30,CLE-SD-TAN-37,38
2026-W31,CLE-SD-TAN-37,19
2026-W06,CLE-SD-TAN-38,82
2026-W07,CLE-SD-TAN-38,69
2026-W08,CLE-SD-TAN-38,55
2026-W09,CLE-SD-TAN-38,39
2026-W10,CLE-SD-TAN-38,25
2026-W11,CLE-SD-TAN-38,12
2026-W12,CLE-SD-TAN-38,73
2026-W13,CLE-SD-TAN-38,59
2026-W14,CLE-SD-TAN-38,46
2026-W15,CLE-SD-TAN-38,34
2026-W16,CLE-SD-TAN-38,21
2026-W17,CLE-SD-TAN-38,67
2026-W18,CLE-SD-TAN-38,53
2026-W19,CLE-SD-TAN-38,40
2026-W20,CLE-SD-TAN-38,25
2026-W21,CLE-SD-TAN-38,8
2026-W22,CLE-SD-TAN-38,68
2026-W23,CLE-SD-TAN-38,53
2026-W24,CLE-SD-TAN-38,36
2026-W25,CLE-SD-TAN-38,20
2026-W26,CLE-SD-TAN-38,3
2026-W27,CLE-SD-TAN-38,70
2026-W28,CLE-SD-TAN-38,55
2026-W29,CLE-SD-TAN-38,41
2026-W30,CLE-SD-TAN-38,27
2026-W31,CLE-SD-TAN-38,15
2026-W06,CLE-SD-TAN-39,53
2026-W07,CLE-SD-TAN-39,44
2026-W08,CLE-SD-TAN-39,34
2026-W09,CLE-SD-TAN-39,24
2026-W10,CLE-SD-TAN-39,15
2026-W11,CLE-SD-TAN-39,51
2026-W12,CLE-SD-TAN-39,42
2026-W13,CLE-SD-TAN-39,33
2026-W14,CLE-SD-TAN-39,23
2026-W15,CLE-SD-TAN-39,14
2026-W16,CLE-SD-TAN-39,4
2026-W17,CLE-SD-TAN-39,43
2026-W18,CLE-SD-TAN-39,34
2026-W19,CLE-SD-TAN-39,25
2026-W20,CLE-SD-TAN-39,16
2026-W21,CLE-SD-TAN-39,6
2026-W22,CLE-SD-TAN-39,46
2026-W23,CLE-SD-TAN-39,36
2026-W24,CLE-SD-TAN-39,25
2026-W25,CLE-SD-TAN-39,14
2026-W26,CLE-SD-TAN-39,5
2026-W27,CLE-SD-TAN-39,48
2026-W28,CLE-SD-TAN-39,39
2026-W29,CLE-SD-TAN-39,30
2026-W30,CLE-SD-TAN-39,22
2026-W31,CLE-SD-TAN-39,12
2026-W06,CLE-SD-TAN-40,21
2026-W07,CLE-SD-TAN-40,18
2026-W08,CLE-SD-TAN-40,14
2026-W09,CLE-SD-TAN-40,10
2026-W10,CLE-SD-TAN-40,6
2026-W11,CLE-SD-TAN-40,3
2026-W12,CLE-SD-TAN-40,18
2026-W13,CLE-SD-TAN-40,15
2026-W14,CLE-SD-TAN-40,12
2026-W15,CLE-SD-TAN-40,9
2026-W16,CLE-SD-TAN-40,5
2026-W17,CLE-SD-TAN-40,1
2026-W18,CLE-SD-TAN-40,17
2026-W19,CLE-SD-TAN-40,14
2026-W20,CLE-SD-TAN-40,11
2026-W21,CLE-SD-TAN-40,7
2026-W22,CLE-SD-TAN-40,3
2026-W23,CLE-SD-TAN-40,17
2026-W24,CLE-SD-TAN-40,13
2026-W25,CLE-SD-TAN-40,9
2026-W26,CLE-SD-TAN-40,5
2026-W27,CLE-SD-TAN-40,2
2026-W28,CLE-SD-TAN-40,17
2026-W29,CLE-SD-TAN-40,13
2026-W30,CLE-SD-TAN-40,10
2026-W31,CLE-SD-TAN-40,7
2026-W06,CLE-SD-WHT-35,31
2026-W07,CLE-SD-WHT-35,26
2026-W08,CLE-SD-WHT-35,20
2026-W09,CLE-SD-WHT-35,15
2026-W10,CLE-SD-WHT-35,10
2026-W11,CLE-SD-WHT-35,4
2026-W12,CLE-SD-WHT-35,28
2026-W13,CLE-SD-WHT-35,23
2026-W14,CLE-SD-WHT-35,18
2026-W15,CLE-SD-WHT-35,12
2026-W16,CLE-SD-WHT-35,7
2026-W17,CLE-SD-WHT-35,27
2026-W18,CLE-SD-WHT-35,22
2026-W19,CLE-SD-WHT-35,17
2026-W20,CLE-SD-WHT-35,11
2026-W21,CLE-SD-WHT-35,4
2026-W22,CLE-SD-WHT-35,25
2026-W23,CLE-SD-WHT-35,18
2026-W24,CLE-SD-WHT-35,12
2026-W25,CLE-SD-WHT-35,6
2026-W26,CLE-SD-WHT-35,27
2026-W27,CLE-SD-WHT-35,21
2026-W28,CLE-SD-WHT-35,16
2026-W29,CLE-SD-WHT-35,10
2026-W30,CLE-SD-WHT-35,5
2026-W31,CLE-SD-WHT-35,29
2026-W06,CLE-SD-WHT-36,64
2026-W07,CLE-SD-WHT-36,52
2026-W08,CLE-SD-WHT-36,41
2026-W09,CLE-SD-WHT-36,30
2026-W10,CLE-SD-WHT-36,19
2026-W11,CLE-SD-WHT-36,8
2026-W12,CLE-SD-WHT-36,55
2026-W13,CLE-SD-WHT-36,43
2026-W14,CLE-SD-WHT-36,32
2026-W15,CLE-SD-WHT-36,20
2026-W16,CLE-SD-WHT-36,10
2026-W17,CLE-SD-WHT-36,54
2026-W18,CLE-SD-WHT-36,44
2026-W19,CLE-SD-WHT-36,34
2026-W20,CLE-SD-WHT-36,22
2026-W21,CLE-SD-WHT-36,10
2026-W22,CLE-SD-WHT-36,54
2026-W23,CLE-SD-WHT-36,41
2026-W24,CLE-SD-WHT-36,29
2026-W25,CLE-SD-WHT-36,16
2026-W26,CLE-SD-WHT-36,5
2026-W27,CLE-SD-WHT-36,57
2026-W28,CLE-SD-WHT-36,46
2026-W29,CLE-SD-WHT-36,34
2026-W30,CLE-SD-WHT-36,24
2026-W31,CLE-SD-WHT-36,14
2026-W06,CLE-SD-WHT-37,70
2026-W07,CLE-SD-WHT-37,59
2026-W08,CLE-SD-WHT-37,46
2026-W09,CLE-SD-WHT-37,33
2026-W10,CLE-SD-WHT-37,20
2026-W11,CLE-SD-WHT-37,8
2026-W12,CLE-SD-WHT-37,61
2026-W13,CLE-SD-WHT-37,48
2026-W14,CLE-SD-WHT-37,36
2026-W15,CLE-SD-WHT-37,25
2026-W16,CLE-SD-WHT-37,14
2026-W17,CLE-SD-WHT-37,57
2026-W18,CLE-SD-WHT-37,47
2026-W19,CLE-SD-WHT-37,36
2026-W20,CLE-SD-WHT-37,24
2026-W21,CLE-SD-WHT-37,11
2026-W22,CLE-SD-WHT-37,59
2026-W23,CLE-SD-WHT-37,46
2026-W24,CLE-SD-WHT-37,33
2026-W25,CLE-SD-WHT-37,19
2026-W26,CLE-SD-WHT-37,5
2026-W27,CLE-SD-WHT-37,59
2026-W28,CLE-SD-WHT-37,48
2026-W29,CLE-SD-WHT-37,37
2026-W30,CLE-SD-WHT-37,25
2026-W31,CLE-SD-WHT-37,13
2026-W06,CLE-SD-WHT-38,53
2026-W07,CLE-SD-WHT-38,45
2026-W08,CLE-SD-WHT-38,36
2026-W09,CLE-SD-WHT-38,27
2026-W10,CLE-SD-WHT-38,17
2026-W11,CLE-SD-WHT-38,8
2026-W12,CLE-SD-WHT-38,47
2026-W13,CLE-SD-WHT-38,38
2026-W14,CLE-SD-WHT-38,30
2026-W15,CLE-SD-WHT-38,22
2026-W16,CLE-SD-WHT-38,13
2026-W17,CLE-SD-WHT-38,3
2026-W18,CLE-SD-WHT-38,47
2026-W19,CLE-SD-WHT-38,38
2026-W20,CLE-SD-WHT-38,28
2026-W21,CLE-SD-WHT-38,17
2026-W22,CLE-SD-WHT-38,6
2026-W23,CLE-SD-WHT-38,43
2026-W24,CLE-SD-WHT-38,32
2026-W25,CLE-SD-WHT-38,22
2026-W26,CLE-SD-WHT-38,12
2026-W27,CLE-SD-WHT-38,47
2026-W28,CLE-SD-WHT-38,37
2026-W29,CLE-SD-WHT-38,28
2026-W30,CLE-SD-WHT-38,19
2026-W31,CLE-SD-WHT-38,10
2026-W06,CLE-SD-WHT-39,34
2026-W07,CLE-SD-WHT-39,28
2026-W08,CLE-SD-WHT-39,22
2026-W09,CLE-SD-WHT-39,15
2026-W10,CLE-SD-WHT-39,9
2026-W11,CLE-SD-WHT-39,33
2026-W12,CLE-SD-WHT-39,27
2026-W13,CLE-SD-WHT-39,22
2026-W14,CLE-SD-WHT-39,16
2026-W15,CLE-SD-WHT-39,11
2026-W16,CLE-SD-WHT-39,4
2026-W17,CLE-SD-WHT-39,27
2026-W18,CLE-SD-WHT-39,21
2026-W19,CLE-SD-WHT-39,16
2026-W20,CLE-SD-WHT-39,10
2026-W21,CLE-SD-WHT-39,3
2026-W22,CLE-SD-WHT-39,28
2026-W23,CLE-SD-WHT-39,21
2026-W24,CLE-SD-WHT-39,14
2026-W25,CLE-SD-WHT-39,7
2026-W26,CLE-SD-WHT-39,28
2026-W27,CLE-SD-WHT-39,23
2026-W28,CLE-SD-WHT-39,17
2026-W29,CLE-SD-WHT-39,12
2026-W30,CLE-SD-WHT-39,7
2026-W31,CLE-SD-WHT-39,31
2026-W06,CLE-SD-WHT-40,13
2026-W07,CLE-SD-WHT-40,11
2026-W08,CLE-SD-WHT-40,9
2026-W09,CLE-SD-WHT-40,7
2026-W10,CLE-SD-WHT-40,5
2026-W11,CLE-SD-WHT-40,3
2026-W12,CLE-SD-WHT-40,12
2026-W13,CLE-SD-WHT-40,10
2026-W14,CLE-SD-WHT-40,8
2026-W15,CLE-SD-WHT-40,6
2026-W16,CLE-SD-WHT-40,3
2026-W17,CLE-SD-WHT-40,1
2026-W18,CLE-SD-WHT-40,12
2026-W19,CLE-SD-WHT-40,10
2026-W20,CLE-SD-WHT-40,8
2026-W21,CLE-SD-WHT-40,6
2026-W22,CLE-SD-WHT-40,4
2026-W23,CLE-SD-WHT-40,2
2026-W24,CLE-SD-WHT-40,10
2026-W25,CLE-SD-WHT-40,7
2026-W26,CLE-SD-WHT-40,5
2026-W27,CLE-SD-WHT-40,3
2026-W28,CLE-SD-WHT-40,11
2026-W29,CLE-SD-WHT-40,8
2026-W30,CLE-SD-WHT-40,6
2026-W31,CLE-SD-WHT-40,4
2026-W06,LUN-PD-GLD,545
2026-W07,LUN-PD-GLD,450
2026-W08,LUN-PD-GLD,354
2026-W09,LUN-PD-GLD,248
2026-W10,LUN-PD-GLD,153
2026-W11,LUN-PD-GLD,526
2026-W12,LUN-PD-GLD,423
2026-W13,LUN-PD-GLD,331
2026-W14,LUN-PD-GLD,237
2026-W15,LUN-PD-GLD,154
2026-W16,LUN-PD-GLD,51
2026-W17,LUN-PD-GLD,440
2026-W18,LUN-PD-GLD,351
2026-W19,LUN-PD-GLD,255
2026-W20,LUN-PD-GLD,163
2026-W21,LUN-PD-GLD,33
2026-W22,LUN-PD-GLD,412
2026-W23,LUN-PD-GLD,278
2026-W24,LUN-PD-GLD,151
2026-W25,LUN-PD-GLD,14
2026-W26,LUN-PD-GLD,406
2026-W27,LUN-PD-GLD,344
2026-W28,LUN-PD-GLD,274
2026-W29,LUN-PD-GLD,207
2026-W30,LUN-PD-GLD,136
2026-W31,LUN-PD-GLD,531
2026-W06,LUN-PD-SLV,423
2026-W07,LUN-PD-SLV,349
2026-W08,LUN-PD-SLV,279
2026-W09,LUN-PD-SLV,201
2026-W10,LUN-PD-SLV,121
2026-W11,LUN-PD-SLV,47
2026-W12,LUN-PD-SLV,377
2026-W13,LUN-PD-SLV,304
2026-W14,LUN-PD-SLV,228
2026-W15,LUN-PD-SLV,165
2026-W16,LUN-PD-SLV,93
2026-W17,LUN-PD-SLV,339
2026-W18,LUN-PD-SLV,265
2026-W19,LUN-PD-SLV,199
2026-W20,LUN-PD-SLV,120
2026-W21,LUN-PD-SLV,37
2026-W22,LUN-PD-SLV,352
2026-W23,LUN-PD-SLV,272
2026-W24,LUN-PD-SLV,196
2026-W25,LUN-PD-SLV,120
2026-W26,LUN-PD-SLV,39
2026-W27,LUN-PD-SLV,367
2026-W28,LUN-PD-SLV,291
2026-W29,LUN-PD-SLV,219
2026-W30,LUN-PD-SLV,155
2026-W31,LUN-PD-SLV,82
2026-W06,ORL-HP-GLD,672
2026-W07,ORL-HP-GLD,559
2026-W08,ORL-HP-GLD,452
2026-W09,ORL-HP-GLD,316
2026-W10,ORL-HP-GLD,191
2026-W11,ORL-HP-GLD,89
2026-W12,ORL-HP-GLD,609
2026-W13,ORL-HP-GLD,481
2026-W14,ORL-HP-GLD,378
2026-W15,ORL-HP-GLD,266
2026-W16,ORL-HP-GLD,140
2026-W17,ORL-HP-GLD,548
2026-W18,ORL-HP-GLD,427
2026-W19,ORL-HP-GLD,309
2026-W20,ORL-HP-GLD,184
2026-W21,ORL-HP-GLD,29
2026-W22,ORL-HP-GLD,514
2026-W23,ORL-HP-GLD,370
2026-W24,ORL-HP-GLD,202
2026-W25,ORL-HP-GLD,29
2026-W26,ORL-HP-GLD,495
2026-W27,ORL-HP-GLD,407
